67	86.6	7.8	0	5.6
68	88.8	6.2	0	5
69	90.2	7.3	0	2.5
70	85.9	8.1	0	6
71	88.5	6.3	0	5.3
72	89.7	7.8	0	2.5
73	84.7	7.3	0	8
74	86.6	7.5	0	6
75	87.2	7.8	0	5
76	89.7	6.8	0	3.5
77	87.7	6.5	0	5.8
78	85.9	7.7	0	6.4
79	88.5	8.8	0	2.8
80	40.7	1.3	0	58
81	62.5	3.6	0.3	33.6
82	66.7	3.6	0	29.8
83	68.6	2.6	0	28.9
84	65.2	3.1	0	31.7
85	64.2	3.4	0	32.4
86	66.8	5.1	0	28.2
87	62.1	3.7	0	34.2
88	64.4	3.4	0	32.2
89	76.6	1.3	0	22.1
90	89.2	1	0	9.8
91	89.7	1	0	9.3
92	91.7	0.8	0	7.6
93	89.4	0.8	0	9.8
94	88.8	1.8	0	9.5
95	89.7	1.3	0	9
96	80.4	0.8	0	18.8
97	67.9	5.1	0.3	26.8
98	85.6	8.1	0	6.3
99	86.3	6.1	0	7.6
100	78.7	12.2	0	9.1
101	90.7	4.3	0	5
102	79.1	12	0	9
103	88.7	6	0	5.3
104	83.4	7.9	0	8.7
105	86	8.5	0	5.5
106	84.1	7.1	0	8.9
107	79.1	13.1	0	7.8
108	89.1	4.8	0	6.1
109	78.7	11.5	0	9.8
110	89.9	5.3	0	4.8
111	82.5	8.7	0	8.7
112	86.2	8.3	0	5.5
113	85.1	7.3	0	7.6
114	80.5	10.7	0	8.9
115	89	5.1	0	5.9
116	79.7	12	0	8.3
117	89.8	4.6	0	5.6
118	82.1	9.4	0	8.4
119	86.5	8.2	0	5.2
120	83.7	8	0	8.3
121	79.9	12.3	0	7.8
122	88.6	5.1	0	6.3
123	79.6	11.1	0	9.3
124	88.1	6.1	0.3	5.6
125	82.5	9	0	8.5
126	86.1	9.1	0	4.8
127	54.5	2	0	43.5
128	69.8	8.6	0	21.6
129	90	6	0	4
130	89	7	0	4
131	90.2	5.3	0	4.5
132	92.7	4	0	3.3
133	89.5	6.5	0	4
134	90.2	5.8	0	4
135	91.3	5	0	3.7
136	91.7	5	0	3.3
137	93.3	4.7	0	2
138	89.4	6.7	0	4
139	90.7	5.8	0	3.5
140	80.1	4.5	0	15.4
141	38.6	1.8	0	59.6
142	56	4	0	40
143	52.7	5.1	0	42.3
144	52.5	4	0.3	43.2
145	60.3	3.3	0	36.4
146	56.3	4.4	0	39.3
147	55.1	3.8	0	41.1
148	54.6	4.6	0	40.7
149	49.1	3.1	0	47.8
150	27.4	1	0	71.6
151	87	1.8	0	11.2
152	92.2	2.5	0	5.3
153	89.6	1.3	0	9.1
154	90.3	3	0	6.7
155	95	0.7	0	4.2
156	90.1	1	0	8.9
157	92.8	2.7	0	4.5
158	88	1.3	0	10.8
159	89.2	3.3	0	7.5
160	95.5	1.3	0	3.3
161	87.4	1.8	0	10.8
162	92	2.5	0	5.5
163	89.7	1.8	0	8.5
164	91.2	2.3	0	6.5
165	93.7	2.3	0	4
166	87.2	2.3	0	10.5
167	90.2	3.8	0	6
168	90.5	2.2	0	7.3
169	90.2	2	0	7.8
170	94.8	1.6	0	3.5
171	85.4	2.3	0	12.4
172	91	2.8	0	6.3
173	94.2	0.8	0	5
174	89.4	2	0	8.6
175	89.4	2.5	0	8.1
176	86.9	3.5	0	9.5
177	90.7	2	0	7.3
178	96	1.5	0	2.5
179	83.6	3.9	0	12.5
180	90.8	3	0	6.2
181	76	0	0	24
182	22.4	0.3	0	77.4
183	25.8	1	0	73.1
184	68.7	1.5	0	29.8
185	83	5	0	12
186	86.4	3.5	0	10.1
187	82.9	1.7	0	15.4
188	80.1	4.4	0	15.5
189	85.4	3.6	0	11
190	86	1	0	12.9
191	82.8	4	0	13.2
192	83.8	4.5	0	11.8
193	86.6	1.5	0	11.9
194	81.2	4.4	0	14.4
195	81.3	4.3	0	14.4
196	85.1	1.8	0	13.2
197	83.2	3.3	0	13.6
198	84.2	4.3	0	11.5
199	87.6	1.3	0	11.1
200	80.5	4	0	15.5
201	84.6	3.5	0	11.9
202	87.6	1	0	11.4
203	81.9	3.5	0	14.6
204	84.8	3.7	0	11.5
205	86.1	1.5	0	12.3
206	82.1	3.1	0	14.8
207	83.4	4.8	0	11.8
208	85	1.5	0	13.5
209	81.2	3.3	0	15.5
210	85.1	3.3	0	11.6
211	86.8	3	0	10.2
212	81.8	2.8	0	15.4
213	63.6	4.1	0.5	31.8
214	21.6	1	0	77.4
215	21.2	1	0	77.8
216	22.2	0.5	0	77.3
217	22.2	0.3	0	77.5
218	23.2	0.3	0	76.5
219	21.6	0.8	0	77.6
220	20.5	0.5	0	78.9
221	22.6	0.3	0	77.2
222	22.7	0.3	0	77.1
223	20.7	0.3	0	79.1
224	28.9	7.2	0	63.9
225	42	22.2	0.5	35.2
226	13.1	2.8	0.7	83.3
227	0	0.2	0	99.8
228	0.2	0.5	0.2	99
229	0	0	0	100
230	0.2	0.2	0.2	99.3
231	0.2	0.2	0	99.5
232	0	0	0	100
233	0.2	0.2	0	99.5
234	0.2	0.5	0.2	99
235	0	0.5	0.2	99.3
236	0	0.2	0	99.8
237	0	0	0	100
238	0	0.2	0	99.8
239	0	0.2	0	99.8
240	0	0.2	0	99.8
241	0.2	0	0	99.8
242	0	0.2	0	99.8
243	0	0.2	0	99.8
244	0	0	0	100
245	0.2	0.2	0	99.5
246	0	0.7	0.2	99
247	0	0	0	100
248	0.2	0.2	0	99.5
249	0	0.2	0	99.8
250	0	0.2	0	99.8
251	0.2	0	0	99.8
252	0	0.2	0	99.8
253	0	0.2	0	99.8
254	0.2	0	0	99.8
255	0	0.2	0	99.8
256	0	0.2	0	99.8
257	0	0	0	100
258	0.2	0	0	99.8
259	0.2	0	0	99.8
260	0	0.2	0	99.8
261	0	0	0	100
262	0.2	0	0	99.8
263	0	0	0	100
264	0	0.2	0	99.8
265	0	0	0	100
266	0	0.2	0	99.8
267	0	0	0	100
268	0	0.2	0	99.8
269	0	0.5	0	99.5
270	0.2	0.2	0	99.5
271	0.2	0	0.2	99.5
272	0	0.2	0	99.8
273	0	0.2	0	99.8
274	0.2	0	0	99.8
275	0	0	0	100
276	0	0.2	0	99.8
277	0	0.2	0	99.8
278	0.2	0	0	99.8
279	0	0	0	100
280	0	0.2	0	99.8
281	0	0.7	0	99.3
282	0.2	0	0	99.8
283	0	0	0	100
284	0.2	0	0	99.8
285	0	0.2	0	99.8
286	0	0	0	100
287	0	0.2	0	99.8
288	0	0	0	100
